InvoiceNo,CustomerID,Country,StockCode,Description,Quantity,UnitPrice,Revenue,Year,Month
546896,,United Kingdom,22537,MAGIC DRAWING SLATE DINOSAUR,8,0.83,6.64,2011,3
564760,,United Kingdom,22792,FLUTED ANTIQUE CANDLE HOLDER,2,1.63,3.26,2011,8
568048,14911.0,EIRE,21873,IF YOU CAN'T STAND THE HEAT MUG,12,1.25,15.0,2011,9
547033,15898.0,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,10,1.95,19.5,2011,3
543467,,United Kingdom,22814,CARD PARTY GAMES ,3,0.83,2.4899999999999998,2011,2
574328,13081.0,United Kingdom,22815,CARD PSYCHEDELIC APPLES,12,0.42,5.04,2011,11
558540,17706.0,United Kingdom,21535,RED RETROSPOT SMALL MILK JUG,6,2.55,15.299999999999999,2011,6
567675,15351.0,United Kingdom,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2.95,17.700000000000003,2011,9
575739,,United Kingdom,23245,SET OF 3 REGENCY CAKE TINS,2,10.79,21.58,2011,11
569037,13263.0,United Kingdom,22595,GINGHAM HEART DECORATION,10,0.85,8.5,2011,9
556222,17522.0,United Kingdom,22908,PACK OF 20 NAPKINS RED APPLES,3,0.85,2.55,2011,6
544768,,United Kingdom,48116,DOORMAT MULTICOLOUR STRIPE,1,14.13,14.13,2011,2
570103,15719.0,United Kingdom,21931,JUMBO STORAGE BAG SUKI,6,2.08,12.48,2011,10
556477,12841.0,United Kingdom,23010,CIRCUS PARADE BABY GIFT SET,1,16.95,16.95,2011,6
577358,,United Kingdom,85049H,URBAN BLACK RIBBONS ,7,0.83,5.81,2011,11
553920,15955.0,United Kingdom,79321,CHILLI LIGHTS,8,5.75,46.0,2011,5
557322,17444.0,Canada,21917,SET 12 KIDS  WHITE CHALK STICKS,24,0.42,10.08,2011,6
553739,14895.0,United Kingdom,22630,DOLLY GIRL LUNCH BOX,24,1.95,46.8,2011,5
572307,16905.0,United Kingdom,22144,CHRISTMAS CRAFT LITTLE FRIENDS,7,2.1,14.700000000000001,2011,10
581246,15453.0,United Kingdom,22804,PINK HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,2011,12
569236,14432.0,United Kingdom,85032B,BLOSSOM IMAGES GIFT WRAP SET,2,0.65,1.3,2011,10
536860,16905.0,United Kingdom,85131A,BEADED PEARL HEART WHITE ON STICK,24,1.25,30.0,2010,12
537852,17340.0,United Kingdom,21294,ETCHED GLASS COASTER,48,1.25,60.0,2010,12
557319,15076.0,United Kingdom,21232,STRAWBERRY CERAMIC TRINKET BOX,12,1.25,15.0,2011,6
556792,17043.0,United Kingdom,22723,SET OF 6 HERB TINS SKETCHBOOK,1,3.95,3.95,2011,6
552055,16353.0,United Kingdom,21212,PACK OF 72 RETROSPOT CAKE CASES,24,0.55,13.200000000000001,2011,5
538850,16499.0,United Kingdom,22694,WICKER STAR ,6,2.1,12.600000000000001,2010,12
572076,13761.0,United Kingdom,23130,MISTLETOE HEART WREATH GREEN,4,4.15,16.6,2011,10
572758,,United Kingdom,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,0.83,0.83,2011,10
547689,17757.0,United Kingdom,79191B,RETRO PLASTIC POLKA TRAY,2,0.85,1.7,2011,3
551428,13499.0,United Kingdom,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.55,15.299999999999999,2011,4
579694,,United Kingdom,22083,PAPER CHAIN KIT RETROSPOT,2,6.63,13.26,2011,11
559902,14502.0,United Kingdom,22602,RETROSPOT WOODEN HEART DECORATION,2,0.85,1.7,2011,7
578469,12471.0,Germany,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,72,0.85,61.199999999999996,2011,11
575164,18216.0,United Kingdom,23485,BOTANICAL GARDENS WALL CLOCK ,1,25.0,25.0,2011,11
564840,,United Kingdom,20979,36 PENCILS TUBE RED RETROSPOT,1,2.46,2.46,2011,8
562528,12610.0,Italy,21094,SET/6 RED SPOTTY PAPER PLATES,12,0.85,10.2,2011,8
559337,,United Kingdom,20723,STRAWBERRY CHARLOTTE BAG,2,1.63,3.26,2011,7
550279,14700.0,United Kingdom,22386,JUMBO BAG PINK POLKADOT,10,2.08,20.8,2011,4
562612,16637.0,United Kingdom,21790,VINTAGE SNAP CARDS,12,0.85,10.2,2011,8
562114,,United Kingdom,22884,NUMBER TILE VINTAGE FONT 5,1,4.13,4.13,2011,8
572652,15805.0,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2.95,17.700000000000003,2011,10
567462,14446.0,United Kingdom,23040,PAPER LANTERN 9 POINT SNOW STAR ,1,5.75,5.75,2011,9
545980,14730.0,United Kingdom,84531A,PINK KNITTED EGG COSY,3,0.39,1.17,2011,3
559370,17042.0,United Kingdom,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,12,0.83,9.959999999999999,2011,7
578344,,United Kingdom,85179A,GREEN BITTY LIGHT CHAIN,2,2.46,4.92,2011,11
555508,16880.0,United Kingdom,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2,0.85,1.7,2011,6
541859,14606.0,United Kingdom,22377,BOTTLE BAG RETROSPOT ,1,2.1,2.1,2011,1
561025,16241.0,United Kingdom,21733,RED HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,2011,7
550956,17179.0,United Kingdom,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,0.85,0.85,2011,4
562439,12931.0,United Kingdom,22564,ALPHABET STENCIL CRAFT,432,1.06,457.92,2011,8
566787,,United Kingdom,22381,TOY TIDY PINK POLKADOT,2,4.96,9.92,2011,9
568049,17841.0,United Kingdom,22692,DOORMAT WELCOME TO OUR HOME,10,7.08,70.8,2011,9
581467,13077.0,United Kingdom,22754,SMALL RED BABUSHKA NOTEBOOK ,1,0.21,0.21,2011,12
542794,,United Kingdom,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2.46,29.52,2011,2
578092,16811.0,United Kingdom,22597,MUSICAL ZINC HEART DECORATION ,72,0.29,20.88,2011,11
569215,13571.0,United Kingdom,23369,SET 36 COLOUR PENCILS LOVE LONDON,1,1.25,1.25,2011,10
570288,16960.0,United Kingdom,20723,STRAWBERRY CHARLOTTE BAG,4,0.85,3.4,2011,10
560491,12415.0,Australia,22973,CHILDREN'S CIRCUS PARADE MUG,1,1.65,1.65,2011,7
564634,14210.0,United Kingdom,22116,METAL SIGN HIS DINNER IS SERVED,12,0.79,9.48,2011,8
569846,13422.0,United Kingdom,23293,SET OF 12 FAIRY CAKE BAKING CASES,24,0.83,19.919999999999998,2011,10
561371,,United Kingdom,23301,GARDENERS KNEELING PAD KEEP CALM ,2,3.29,6.58,2011,7
538591,14741.0,United Kingdom,84832,ZINC WILLIE WINKIE  CANDLE STICK,24,0.85,20.4,2010,12
557117,14849.0,United Kingdom,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,0.55,13.200000000000001,2011,6
561631,14911.0,EIRE,22961,JAM MAKING SET PRINTED,24,1.45,34.8,2011,7
544453,17214.0,United Kingdom,22095,LADS ONLY TISSUE BOX,1,1.25,1.25,2011,2
574536,15707.0,United Kingdom,23354,6 GIFT TAGS 50'S CHRISTMAS ,2,0.83,1.66,2011,11
569537,13269.0,United Kingdom,23526,DOG LICENCE WALL ART,4,5.95,23.8,2011,10
539437,,United Kingdom,84507C,BLUE CIRCLES DESIGN MONKEY DOLL,1,5.06,5.06,2010,12
566298,14030.0,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,1,12.75,12.75,2011,9
579980,13263.0,United Kingdom,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,4.25,8.5,2011,12
573868,12491.0,France,22630,DOLLY GIRL LUNCH BOX,12,1.95,23.4,2011,11
569234,17841.0,United Kingdom,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,4.95,4.95,2011,10
554097,12567.0,France,23298,SPOTTY BUNTING,6,4.95,29.700000000000003,2011,5
575331,13209.0,United Kingdom,23204,CHARLOTTE BAG APPLES DESIGN,10,0.85,8.5,2011,11
574501,12577.0,France,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,1.25,15.0,2011,11
579433,17466.0,United Kingdom,22436,12 COLOURED PARTY BALLOONS,20,0.65,13.0,2011,11
543040,17337.0,United Kingdom,21498,RED RETROSPOT WRAP ,25,0.42,10.5,2011,2
552869,15106.0,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,13.52,2011,5
547036,17017.0,United Kingdom,22551,PLASTERS IN TIN SPACEBOY,24,1.65,39.599999999999994,2011,3
549251,14449.0,United Kingdom,21591,COSY HOUR CIGAR BOX MATCHES ,1,1.25,1.25,2011,4
560773,,United Kingdom,21933,PINK VINTAGE PAISLEY PICNIC BAG,2,2.46,4.92,2011,7
570086,17086.0,United Kingdom,21892,TRADITIONAL WOODEN CATCH CUP GAME ,24,1.25,30.0,2011,10
577077,17799.0,United Kingdom,22175,PINK OWL SOFT TOY,5,2.95,14.75,2011,11
573332,15059.0,United Kingdom,84971S,SMALL HEART FLOWERS HOOK ,4,0.85,3.4,2011,10
567656,14096.0,United Kingdom,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,2,2.46,4.92,2011,9
557039,16814.0,United Kingdom,22424,ENAMEL BREAD BIN CREAM,1,12.75,12.75,2011,6
560723,16464.0,United Kingdom,21034,REX CASH+CARRY JUMBO SHOPPER,3,0.95,2.8499999999999996,2011,7
574559,14056.0,United Kingdom,22077,6 RIBBONS RUSTIC CHARM,4,1.95,7.8,2011,11
551995,,United Kingdom,22350,ILLUSTRATED CAT BOWL ,1,4.96,4.96,2011,5
580519,,United Kingdom,23355,HOT WATER BOTTLE KEEP CALM,34,8.29,281.85999999999996,2011,12
576927,12567.0,France,23320,GIANT 50'S CHRISTMAS CRACKER,12,2.89,34.68,2011,11
564760,,United Kingdom,22664,TOY TIDY DOLLY GIRL DESIGN,1,4.13,4.13,2011,8
571908,15803.0,United Kingdom,23169,CLASSIC GLASS COOKIE JAR,6,4.15,24.900000000000002,2011,10
541853,17858.0,United Kingdom,84406B,CREAM CUPID HEARTS COAT HANGER,8,3.25,26.0,2011,1
537376,16722.0,United Kingdom,22568,FELTCRAFT CUSHION OWL,24,3.39,81.36,2010,12
571909,15006.0,United Kingdom,16008,SMALL FOLDING SCISSOR(POINTED EDGE),6,0.12,0.72,2011,10
579536,12957.0,United Kingdom,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,3.75,30.0,2011,11
573135,12952.0,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,13.52,2011,10
546980,13591.0,United Kingdom,84884A,ANT WHITE WIRE HEART SPIRAL,5,3.95,19.75,2011,3
574951,15763.0,United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,6,4.95,29.700000000000003,2011,11
567183,14769.0,United Kingdom,22427,ENAMEL FLOWER JUG CREAM,2,5.95,11.9,2011,9
566722,13408.0,United Kingdom,22726,ALARM CLOCK BAKELIKE GREEN,8,3.75,30.0,2011,9
570242,16380.0,United Kingdom,22155,STAR DECORATION RUSTIC,96,0.42,40.32,2011,10
559039,,United Kingdom,82600,NO SINGING METAL SIGN,2,4.13,8.26,2011,7
571673,13991.0,United Kingdom,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,0.29,6.959999999999999,2011,10
559052,,United Kingdom,82095,HEART BUTTONS JEWELLERY BOX,25,4.96,124.0,2011,7
574076,,United Kingdom,22075,6 RIBBONS ELEGANT CHRISTMAS ,2,1.63,3.26,2011,11
551056,16442.0,United Kingdom,23076,ICE CREAM SUNDAE LIP GLOSS,24,1.25,30.0,2011,4
540595,14321.0,United Kingdom,21504,SKULLS GREETING CARD,12,0.42,5.04,2011,1
544162,14959.0,United Kingdom,22291,HANGING CHICK CREAM DECORATION,3,1.45,4.35,2011,2
545017,12361.0,Belgium,22629,SPACEBOY LUNCH BOX ,12,1.95,23.4,2011,2
547920,14730.0,United Kingdom,47559B,TEA TIME OVEN GLOVE,4,1.25,5.0,2011,3
541789,14088.0,United Kingdom,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,16,3.81,60.96,2011,1
575269,17865.0,United Kingdom,21908,CHOCOLATE THIS WAY METAL SIGN,12,2.1,25.200000000000003,2011,11
578814,12748.0,United Kingdom,23356,LOVE HOT WATER BOTTLE,2,5.95,11.9,2011,11
561214,,United Kingdom,21314,SMALL GLASS HEART TRINKET POT,2,4.13,8.26,2011,7
551400,17160.0,United Kingdom,22383,LUNCH BAG SUKI DESIGN ,20,1.65,33.0,2011,4
538872,13097.0,United Kingdom,84358,FLOOR LAMP SHADE WOOD BASE,2,9.95,19.9,2010,12
546892,,United Kingdom,21455,PAINTED YELLOW WOODEN DAISY,1,0.83,0.83,2011,3
574701,15426.0,United Kingdom,22469,HEART OF WICKER SMALL,2,1.65,3.3,2011,11
572755,13601.0,United Kingdom,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,0.39,4.68,2011,10
553685,18097.0,United Kingdom,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,0.95,11.399999999999999,2011,5
562045,12644.0,Germany,23319,BOX OF 6 MINI 50'S CRACKERS,6,2.49,14.940000000000001,2011,8
544467,14502.0,United Kingdom,21316,SMALL CHUNKY GLASS ROMAN  BOWL,1,2.95,2.95,2011,2
579167,16800.0,United Kingdom,23263,SET OF 3 WOODEN HEART DECORATIONS,3,1.25,3.75,2011,11
571837,16470.0,United Kingdom,35591T,TURQUOISE CHRISTMAS TREE ,1,1.25,1.25,2011,10
572719,13871.0,United Kingdom,22961,JAM MAKING SET PRINTED,12,1.45,17.4,2011,10
561712,14499.0,United Kingdom,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,7.95,7.95,2011,7
581451,17144.0,United Kingdom,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,8.25,16.5,2011,12
581425,14796.0,United Kingdom,23158,SET OF 5 LUCKY CAT MAGNETS ,1,2.08,2.08,2011,12
548971,16919.0,United Kingdom,21165,BEWARE OF THE CAT METAL SIGN ,2,1.69,3.38,2011,4
567378,14911.0,EIRE,23251,VINTAGE RED ENAMEL TRIM MUG ,12,1.25,15.0,2011,9
543652,15544.0,United Kingdom,23230,WRAP ALPHABET DESIGN,25,0.42,10.5,2011,2
549127,14403.0,United Kingdom,22605,WOODEN CROQUET GARDEN SET,8,12.75,102.0,2011,4
556829,12809.0,Portugal,21208,PASTEL COLOUR HONEYCOMB FAN,12,0.39,4.68,2011,6
547485,17019.0,United Kingdom,21329,DINOSAURS  WRITING SET ,2,1.65,3.3,2011,3
569556,14936.0,Channel Islands,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,4.25,17.0,2011,10
562046,12378.0,Switzerland,23286,BLUE VINTAGE SPOT BEAKER,24,0.85,20.4,2011,8
574914,17109.0,United Kingdom,84849A,HELLO SAILOR BLUE SOAP HOLDER,2,1.69,3.38,2011,11
546896,,United Kingdom,22662,LUNCH BAG DOLLY GIRL DESIGN,1,4.13,4.13,2011,3
550148,16882.0,United Kingdom,21497,FANCY FONTS BIRTHDAY WRAP,25,0.42,10.5,2011,4
552708,13487.0,United Kingdom,48194,DOORMAT HEARTS,2,7.95,15.9,2011,5
568650,13505.0,Switzerland,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,24,0.85,20.4,2011,9
556970,13082.0,United Kingdom,22726,ALARM CLOCK BAKELIKE GREEN,4,3.75,15.0,2011,6
581492,,United Kingdom,85178,VICTORIAN SEWING KIT,1,2.46,2.46,2011,12
571441,14096.0,United Kingdom,21096,SET/6 FRUIT SALAD  PAPER PLATES,1,0.83,0.83,2011,10
539264,15224.0,United Kingdom,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,2.95,17.700000000000003,2010,12
563533,16241.0,United Kingdom,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2.08,2.08,2011,8
556879,16461.0,United Kingdom,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,5.95,5.95,2011,6
547066,12921.0,United Kingdom,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2.95,17.700000000000003,2011,3
579196,14096.0,United Kingdom,22121,NOEL WOODEN BLOCK LETTERS ,1,11.63,11.63,2011,11
565303,,Unspecified,85019B,BLOSSOM  IMAGES NOTEBOOK SET,2,1.25,2.5,2011,9
553565,17505.0,United Kingdom,71053,WHITE METAL LANTERN,4,3.75,15.0,2011,5
538814,15983.0,United Kingdom,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,16,2.95,47.2,2010,12
537738,17706.0,United Kingdom,21484,CHICK GREY HOT WATER BOTTLE,4,3.45,13.8,2010,12
560103,17837.0,United Kingdom,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,1.45,5.8,2011,7
578757,12748.0,United Kingdom,21636,MADRAS NOTEBOOK MEDIUM,3,0.75,2.25,2011,11
561036,13137.0,United Kingdom,23199,JUMBO BAG APPLES,2,2.08,4.16,2011,7
556803,,United Kingdom,47566,PARTY BUNTING,46,10.79,496.34,2011,6
578211,12748.0,United Kingdom,21865,PINK UNION JACK  PASSPORT COVER ,1,2.1,2.1,2011,11
562602,12865.0,Austria,21668,RED STRIPE CERAMIC DRAWER KNOB,12,1.25,15.0,2011,8
569556,14936.0,Channel Islands,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,1.65,19.799999999999997,2011,10
554514,,United Kingdom,85131D,BEADED CRYSTAL HEART PINK ON STICK,7,0.83,5.81,2011,5
550183,14105.0,United Kingdom,22193,RED DINER WALL CLOCK,2,8.5,17.0,2011,4
569849,15264.0,United Kingdom,21811,HANGING HEART WITH BELL,12,0.39,4.68,2011,10
554683,,United Kingdom,22979,PANTRY WASHING UP BRUSH,1,1.45,1.45,2011,5
563638,15311.0,United Kingdom,15056N,EDWARDIAN PARASOL NATURAL,4,5.95,23.8,2011,8
541207,17685.0,United Kingdom,22585,PACK OF 6 BIRDY GIFT TAGS,12,1.25,15.0,2011,1
580513,14456.0,United Kingdom,23076,ICE CREAM SUNDAE LIP GLOSS,24,1.25,30.0,2011,12
552949,16033.0,United Kingdom,21902,"KEY FOB , FRONT  DOOR ",5,0.65,3.25,2011,5
546986,14194.0,United Kingdom,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,8.25,16.5,2011,3
575216,13384.0,United Kingdom,23583,LUNCH BAG PAISLEY PARK  ,20,1.65,33.0,2011,11
552281,15704.0,United Kingdom,48184,DOORMAT ENGLISH ROSE ,3,7.95,23.85,2011,5
569524,14506.0,United Kingdom,22569,FELTCRAFT CUSHION BUTTERFLY,1,3.75,3.75,2011,10
572517,15068.0,United Kingdom,21329,DINOSAURS  WRITING SET ,2,1.65,3.3,2011,10
553006,15544.0,United Kingdom,21242,RED RETROSPOT PLATE ,8,1.69,13.52,2011,5
543812,17472.0,United Kingdom,21868,POTTING SHED TEA MUG,3,1.25,3.75,2011,2
546977,,United Kingdom,21558,SKULL LUNCH BOX WITH CUTLERY ,1,4.96,4.96,2011,3
575930,,United Kingdom,21974,SET OF 36 PAISLEY FLOWER DOILIES,2,2.92,5.84,2011,11
536524,17572.0,United Kingdom,22697,GREEN REGENCY TEACUP AND SAUCER,6,2.95,17.700000000000003,2010,12
560434,,United Kingdom,22609,PENS ASSORTED SPACEBALL,9,0.42,3.78,2011,7
558237,12867.0,United Kingdom,22963,JAM JAR WITH GREEN LID,6,0.85,5.1,2011,6
551343,16187.0,United Kingdom,22697,GREEN REGENCY TEACUP AND SAUCER,6,2.95,17.700000000000003,2011,4
537042,13838.0,United Kingdom,21756,BATH BUILDING BLOCK WORD,2,5.95,11.9,2010,12
576840,,United Kingdom,22961,JAM MAKING SET PRINTED,4,3.29,13.16,2011,11
563191,16678.0,United Kingdom,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,24,1.25,30.0,2011,8
553829,16455.0,United Kingdom,22621,TRADITIONAL KNITTING NANCY,12,1.65,19.799999999999997,2011,5
538349,,United Kingdom,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,5,3.36,16.8,2010,12
577142,13985.0,United Kingdom,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1.65,19.799999999999997,2011,11
553189,15033.0,United Kingdom,21891,TRADITIONAL WOODEN SKIPPING ROPE,3,1.45,4.35,2011,5
536544,,United Kingdom,20669,RED HEART LUGGAGE TAG,1,2.51,2.51,2010,12
540539,18260.0,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,3,12.75,38.25,2011,1
558625,14132.0,United Kingdom,22273,FELTCRAFT DOLL MOLLY,6,2.95,17.700000000000003,2011,6
537042,13838.0,United Kingdom,22862,LOVE HEART NAPKIN BOX ,1,4.25,4.25,2010,12
576364,15009.0,United Kingdom,21136,PAINTED METAL PEARS ASSORTED,8,1.69,13.52,2011,11
539492,,United Kingdom,22737,RIBBON REEL CHRISTMAS PRESENT ,1,3.36,3.36,2010,12
555560,17346.0,United Kingdom,22629,SPACEBOY LUNCH BOX ,1,1.95,1.95,2011,6
575183,13046.0,United Kingdom,23217,LAUREL HEART ANTIQUE SILVER,12,1.25,15.0,2011,11
571547,17679.0,United Kingdom,23284,DOORMAT KEEP CALM AND COME IN,10,7.08,70.8,2011,10
567941,13519.0,United Kingdom,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,4.95,14.850000000000001,2011,9
578074,17590.0,United Kingdom,23321,SMALL WHITE HEART OF WICKER,4,1.65,6.6,2011,11
559693,,United Kingdom,51014C,"FEATHER PEN,COAL BLACK",9,0.83,7.47,2011,7
537385,14487.0,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,4,12.75,51.0,2010,12
565413,18223.0,United Kingdom,23245,SET OF 3 REGENCY CAKE TINS,4,4.95,19.8,2011,9
562935,14156.0,EIRE,22423,REGENCY CAKESTAND 3 TIER,16,10.95,175.2,2011,8
541670,14911.0,EIRE,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,72,2.55,183.6,2011,1
540546,12766.0,Portugal,20977,36 PENCILS TUBE WOODLAND,16,1.25,20.0,2011,1
536987,17198.0,United Kingdom,20982,12 PENCILS TALL TUBE SKULLS,1,0.85,0.85,2010,12
556019,18092.0,United Kingdom,23172,REGENCY TEA PLATE PINK,12,1.65,19.799999999999997,2011,6
570087,,United Kingdom,21240,BLUE POLKADOT CUP,2,1.63,3.26,2011,10
547552,,United Kingdom,84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,1,8.29,8.29,2011,3
578844,,United Kingdom,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,10,1.63,16.299999999999997,2011,11
551623,12843.0,United Kingdom,37500,TEA TIME TEAPOT IN GIFT BOX,2,4.95,9.9,2011,5
553125,17139.0,United Kingdom,23199,JUMBO BAG APPLES,10,1.95,19.5,2011,5
557570,15998.0,United Kingdom,22077,6 RIBBONS RUSTIC CHARM,2,1.65,3.3,2011,6
552229,,United Kingdom,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1,4.96,4.96,2011,5
536836,18168.0,United Kingdom,21843,RED RETROSPOT CAKE STAND,2,10.95,21.9,2010,12
581217,,United Kingdom,21943,CAKES AND RABBITS DESIGN FLANNEL ,1,1.63,1.63,2011,12
568198,16771.0,United Kingdom,22530,MAGIC DRAWING SLATE DOLLY GIRL ,3,0.42,1.26,2011,9
542994,17230.0,United Kingdom,48187,DOORMAT NEW ENGLAND,2,7.95,15.9,2011,2
573904,14505.0,United Kingdom,21812,GARLAND WITH HEARTS AND BELLS,2,4.95,9.9,2011,11
540493,14867.0,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,24,1.69,40.56,2011,1
574292,16914.0,United Kingdom,22633,HAND WARMER UNION JACK,3,2.1,6.300000000000001,2011,11
557275,15544.0,United Kingdom,22544,MINI JIGSAW SPACEBOY,24,0.42,10.08,2011,6
566534,,United Kingdom,82583,HOT BATHS METAL SIGN,10,4.96,49.6,2011,9
581454,15156.0,United Kingdom,23552,BICYCLE PUNCTURE REPAIR KIT ,6,2.08,12.48,2011,12
565234,,United Kingdom,22104,MIRROR MOSAIC CANDLE PLATE,2,1.63,3.26,2011,9
559038,,United Kingdom,22727,ALARM CLOCK BAKELIKE RED ,3,8.29,24.869999999999997,2011,7
578250,15901.0,United Kingdom,22742,MAKE YOUR OWN PLAYTIME CARD KIT,1,2.95,2.95,2011,11
573543,17777.0,United Kingdom,23267,SET OF 4 SANTA PLACE SETTINGS,2,1.25,2.5,2011,10
544942,15544.0,United Kingdom,22551,PLASTERS IN TIN SPACEBOY,12,1.65,19.799999999999997,2011,2
564626,18167.0,United Kingdom,22070,SMALL RED RETROSPOT MUG IN BOX ,12,3.39,40.68,2011,8
552816,15521.0,United Kingdom,22966,GINGERBREAD MAN COOKIE CUTTER,1,1.25,1.25,2011,5
539434,,United Kingdom,20829,GLITTER HANGING BUTTERFLY STRING,1,4.21,4.21,2010,12
579881,12429.0,Denmark,21175,GIN + TONIC DIET METAL SIGN,48,2.08,99.84,2011,11
564733,17841.0,United Kingdom,46000R,POLYESTER FILLER PAD 45x30cm,2,1.45,2.9,2011,8
579508,,United Kingdom,23109,PACK OF SIX LED TEA LIGHTS,2,5.79,11.58,2011,11
562264,,United Kingdom,84251C,"GREETING CARD, TWO SISTERS.",1,0.83,0.83,2011,8
572549,,United Kingdom,23521,WALL ART CAT AND BIRD ,1,5.79,5.79,2011,10
547358,15998.0,United Kingdom,23007, SPACEBOY BABY GIFT SET,1,16.95,16.95,2011,3
560236,15206.0,United Kingdom,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2.95,17.700000000000003,2011,7
571502,14422.0,United Kingdom,22080,RIBBON REEL POLKADOTS ,10,1.65,16.5,2011,10
567507,,United Kingdom,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3,5.79,17.37,2011,9
573405,13822.0,United Kingdom,84978,HANGING HEART JAR T-LIGHT HOLDER,6,1.25,7.5,2011,10
552702,,United Kingdom,82583,HOT BATHS METAL SIGN,1,4.13,4.13,2011,5
545226,12428.0,Finland,72801D,4 SKY BLUE DINNER CANDLES,12,1.25,15.0,2011,3
557129,17841.0,United Kingdom,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,2.08,8.32,2011,6
573083,13735.0,United Kingdom,23535,WALL ART BICYCLE SAFETY,3,5.95,17.85,2011,10
555397,,United Kingdom,22161,HEART DECORATION RUSTIC HANGING ,4,0.79,3.16,2011,6
567912,15555.0,United Kingdom,21871,SAVE THE PLANET MUG,4,1.65,6.6,2011,9
539453,,United Kingdom,22791,T-LIGHT GLASS FLUTED ANTIQUE,104,2.51,261.03999999999996,2010,12
548663,,United Kingdom,84509c,SET OF 4 POLKADOT PLACEMATS ,2,7.46,14.92,2011,4
537050,14800.0,United Kingdom,22564,ALPHABET STENCIL CRAFT,5,1.25,6.25,2010,12
580526,16535.0,United Kingdom,23171,REGENCY TEA PLATE GREEN ,12,1.65,19.799999999999997,2011,12
553189,15033.0,United Kingdom,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,2,1.25,2.5,2011,5
561201,14692.0,United Kingdom,22197,POPCORN HOLDER,12,0.85,10.2,2011,7
559654,13098.0,United Kingdom,22704,WRAP RED APPLES ,25,0.42,10.5,2011,7
564256,14796.0,United Kingdom,35968,FOLK ART METAL HEART T-LIGHT HOLDER,12,0.38,4.5600000000000005,2011,8
556095,,United Kingdom,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,3,2.46,7.38,2011,6
574481,18022.0,United Kingdom,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,1.25,15.0,2011,11
563213,16115.0,United Kingdom,21498,RED RETROSPOT WRAP ,25,0.42,10.5,2011,8
555558,14159.0,United Kingdom,82581,TOILET METAL SIGN,3,0.55,1.6500000000000001,2011,6
